num_etab;ine;code_diplome;c_jour_nais;c_mois_nais;c_annee_nais;c_annee_bac;c_serie_bac;c_sexe;c_nation;c_double_diplome;c_a_enqueter;statut_reponse;date_reponse;q2_1;q2_2;q2_3;q2_4a;q2_4_1;q2_4_2;q2_4_3;q2_4_4;q2_4_5;q2_4_6;q2_4_7;q2_5;q3_1_1;q3_1_2;q4_1;q4_2s;q4_2r;q4_3;q5_1;q5_2;q5_3;q5_4;q6_1;q6_2;q6_3;q6_4;q6_5;q6_6s;q6_6r;q6_7;q6_8;q6_9;q6_10;q6_11;q6_12;q6_13;q6_14a;q6_14b;q6_15;q6_16;q6_17;q7_1;q8_1;q8_2s;q8_2r;q8_3;q8_4;q8_5;q8_6;q8_7;region_bac;effectifsEmployeur;libdip1;libdip2;libdip3;annee
1657;60931;2206083;NA;NA;NA;NA;;h;;NA;;4;12122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;ingenieur dans un bureau d'études;3;2;2;1;NA;2100;2;NA;NA;7;6;NA;1;NA;NA;1;5;2;2;1;NA;1700;2;NA;62;de 3 Ã  9;LICENCE PRO;gemz;ldqayz;2015
1658;60931;2206083;NA;NA;NA;NA;;f;;NA;;4;12122015;82013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82013;Intérimaire;7;7;7;2;NA;1400;2;NA;4;3;6;NA;1;NA;NA;1;7;7;7;2;NA;1400;2;NA;12;de 50 Ã  499;LICENCE PRO;gemz;ldqayz;2014
1659;60931;2206083;NA;NA;NA;NA;;f;;NA;;5;3122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12014;Géotechnicien;3;4;4;1;NA;1500;2;NA;4;7;6;NA;1;NA;NA;1;3;4;4;1;NA;1300;2;NA;61;de 10 Ã  49;LICENCE PRO;gemz;ldqayz;2015
1660;60931;2206083;NA;NA;NA;NA;;f;;NA;;4;13022016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;2;NA;NA;62013;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;66;de 3 Ã  9;LICENCE PRO;gemz;ldqayz;2013
1661;60931;2206083;NA;NA;NA;2005;;h;;NA;;5;3022016;72013;3;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;de 50 Ã  499;LICENCE PRO;gemz;ldqayz;2013
1662;60931;2206083;NA;NA;NA;2006;;f;;NA;;5;2122015;62013;3;2;1;2;1;2;2;2;2;2;NA;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102014;Field engineer (mud logger).;5;2;2;NA;NA;NA;NA;NA;4;7;99;352;1;NA;NA;1;5;2;2;NA;NA;NA;NA;NA;77;Aucun salariÃ©;LICENCE PRO;gemz;ldqayz;2013
1663;60931;2206083;NA;NA;NA;NA;;f;;NA;;4;23012016;62013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;chargé d'enquête HALIEU;3;7;7;1;NA;1200;1;1800;4;7;6;NA;1;NA;NA;1;3;7;7;1;NA;1200;1;1800;43;de 10 Ã  49;LICENCE PRO;gemz;ldqayz;2015
1664;60931;2206083;NA;NA;NA;2005;;h;;NA;;5;17022016;72013;2;NA;NA;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;professeur/chercheur d'une université en Equateur;NA;NA;NA;1;NA;1500;NA;NA;2;9;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA;1500;NA;NA;39;de 50 Ã  499;LICENCE PRO;gemz;ldqayz;2013
1665;60931;2206083;NA;NA;NA;NA;;h;;NA;;5;23122015;62013;3;NA;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;Aucun salariÃ©;LICENCE PRO;gemz;ldqayz;2014
1666;60931;2206083;NA;NA;NA;NA;;f;;NA;;5;4012016;62013;1;1;NA;2;2;2;2;2;2;2;2;3;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;Chargée Mission Inondations;10;4;4;1;NA;1200;NA;NA;NA;4;75;NA;1;NA;NA;1;10;4;4;1;NA;1200;NA;NA;3;de 50 Ã  499;LICENCE PRO;gemz;ldqayz;2014
1667;60931;2206083;NA;NA;NA;NA;;h;;NA;;5;3022016;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;de 10 Ã  49;LICENCE PRO;gemz;ldqayz;2015
1668;60931;2206084;NA;NA;NA;NA;;h;;NA;;4;19122015;62013;3;3;1;2;1;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82014;responsable urbaniste et développement durable;5;7;7;1;NA;1400;2;NA;2;13;31;NA;2;92012;32014;1;5;7;7;1;NA;1400;2;NA;87;Aucun salariÃ©;MASTER LMD;smyo;eiecqf;2015
1669;60931;2206084;NA;NA;NA;NA;;f;;NA;;4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102015;chargé de mission ;5;7;7;1;NA;1400;2;NA;NA;7;6;NA;2;102014;52015;1;5;7;7;2;25;400;1;NA;48;de 10 Ã  49;MASTER LMD;smyo;eiecqf;2014
1670;60931;2206084;NA;NA;NA;NA;;h;;NA;;4;15012016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;1;2;112015;jeune ingénieure environnement;6;NA;NA;1;NA;1700;2;NA;2;13;6;NA;2;12012;112013;2;NA;NA;NA;NA;NA;NA;NA;NA;61;Aucun salariÃ©;MASTER LMD;smyo;eiecqf;2013
1671;60931;2206084;NA;NA;NA;NA;;f;;NA;;5;5022016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Responsable qualité environnement;3;4;4;1;NA;2300;1;2300;4;2;6;NA;1;NA;NA;1;3;4;4;1;NA;1870;1;1500;10;de 3 Ã  9;MASTER LMD;smyo;eiecqf;2014
1672;60931;2206084;NA;NA;NA;NA;;f;;NA;;4;19122015;92013;3;3;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;responsable environnement SNCF;3;2;2;1;NA;2000;1;26000;4;4;34;NA;1;NA;NA;1;3;2;2;1;NA;2000;1;26000;11;plus de 500;MASTER LMD;smyo;eiecqf;2015
1673;60931;2206084;NA;NA;NA;NA;;h;;NA;;4;12122015;92013;3;1;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;professeur des écoles;2;1;1;2;50;1350;2;NA;2;9;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;13;de 10 Ã  49;MASTER LMD;smyo;eiecqf;2014
1674;60931;2206084;NA;NA;NA;NA;;h;;NA;;5;2122015;92013;3;1;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22014;Chargée de projet en qualité et agent méthodes;3;2;2;1;NA;32000;2;NA;4;2;6;NA;2;22014;12015;1;7;2;2;1;NA;30000;2;NA;70;plus de 500;MASTER LMD;smyo;eiecqf;2014
1675;60931;2206084;NA;NA;NA;NA;;f;;NA;;4;12122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22015;consultante sécurité environnement;3;4;4;1;NA;1500;2;NA;4;13;65;NA;2;22014;122014;2;NA;NA;NA;NA;NA;NA;NA;NA;1;plus de 500;MASTER LMD;smyo;eiecqf;2014
1676;60931;2206084;NA;NA;NA;NA;;h;;NA;;4;12122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;2;2;NA;NA;92015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2;de 10 Ã  49;MASTER LMD;smyo;eiecqf;2015
1677;60931;2206084;NA;NA;1987;NA;;f;;NA;;5;12122015;92013;3;1;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;Coordinateur Environnement Sncf ;3;2;2;1;NA;2000;1;6000;NA;4;69;NA;1;NA;NA;1;3;2;2;1;NA;2000;1;6000;69;de 3 Ã  9;MASTER LMD;smyo;eiecqf;2015
1678;60931;2206084;22;12;1967;1985;C;f;f;NA;;4;9022016;72013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42015;RESPONSABLE D'exploitation dans une entreprise d'hygiene;3;2;2;1;NA;1800;2;NA;4;13;6;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;79;Aucun salariÃ©;MASTER LMD;smyo;eiecqf;2013
1679;60931;2206084;NA;NA;NA;NA;;h;;NA;;4;23012016;92013;3;1;1;2;2;2;2;2;2;1;2;3;2;3;NA;NA;3;1;92013;122013;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;63;de 10 Ã  49;MASTER LMD;smyo;eiecqf;2013
1680;60931;2206084;18;1;1988;2007;ES;h;f;NA;;5;2122015;92013;3;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102014;Consultant Management de la performance Quanlité Sécurité Environnement Energie Développement DUrable;3;2;2;1;NA;2000;1;3000;4;7;69;NA;2;12014;92014;1;NA;NA;NA;NA;NA;NA;NA;NA;24;de 3 Ã  9;MASTER LMD;smyo;eiecqf;2014
1681;60931;2206085;NA;NA;NA;NA;;f;;NA;;5;13122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Pizzaiolo ;3;7;7;2;50;414;2;NA;4;4;6;NA;1;NA;NA;1;3;7;7;2;NA;414;2;NA;88;Aucun salariÃ©;LICENCE PRO;tlcc;oaeghf;2014
1682;60931;2216140;NA;NA;NA;NA;;f;;NA;;4;12122015;92013;3;3;1;2;2;2;2;2;1;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;professeur svt;2;1;1;1;NA;2000;2;NA;2;9;13;NA;1;NA;NA;1;2;1;1;1;NA;2000;2;NA;7;de 10 Ã  49;MASTER ENS;tgpc;pdlfyi;2013
1683;60931;2216140;NA;NA;NA;NA;;h;;NA;;4;5042016;62013;3;3;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Professeure;2;1;1;1;NA;1600;2;NA;2;9;6;NA;1;NA;NA;1;3;1;1;1;NA;1500;2;NA;42;de 10 Ã  49;MASTER ENS;tgpc;pdlfyi;2014
1684;60931;2216140;NA;NA;NA;NA;;f;;NA;;4;10122015;62013;3;3;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;Professeur certifié de classe normale;2;1;1;2;50;1754;2;NA;2;9;51;NA;1;NA;NA;1;2;1;1;1;NA;1754;2;NA;3;plus de 500;MASTER ENS;tgpc;pdlfyi;2015
1685;60931;2216140;NA;NA;NA;NA;;f;;NA;;5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;Professeur certifiée de SVT;2;1;1;1;NA;NA;NA;NA;2;9;93;NA;1;NA;NA;1;2;1;1;1;NA;NA;2;NA;97;Aucun salariÃ©;MASTER ENS;tgpc;pdlfyi;2014
1686;60931;2216140;NA;NA;NA;NA;;h;;NA;;4;15122015;62013;3;3;2;2;2;2;2;2;2;2;1;2;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;professeur certifié de SVT;2;1;1;1;NA;1700;2;NA;2;9;77;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;83;plus de 500;MASTER ENS;tgpc;pdlfyi;2014
1687;60931;2216140;NA;NA;NA;NA;;h;;NA;;4;9022016;62013;3;3;2;2;2;2;2;2;2;2;1;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;professeure certifiée;2;1;1;1;NA;1900;2;NA;2;9;95;NA;2;92014;62015;1;2;NA;NA;2;50;1450;2;NA;28;de 50 Ã  499;MASTER ENS;tgpc;pdlfyi;2013
1688;60931;2216140;NA;NA;NA;NA;;f;;NA;;5;15122015;72013;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;NA;NA;NA;NA;2;NA;12014;Professeur;2;NA;NA;NA;NA;1650;2;NA;2;9;6;NA;2;92014;NA;1;2;NA;NA;2;50;1500;2;NA;67;de 10 Ã  49;MASTER ENS;tgpc;pdlfyi;2014
1689;60931;2216140;NA;NA;NA;NA;;f;;NA;;4;11022016;62013;3;3;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;ENSEIGNANTE EN SVT;2;1;1;1;NA;2100;2;NA;2;9;94;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;68;de 50 Ã  499;MASTER ENS;tgpc;pdlfyi;2015
1690;60931;2216140;NA;NA;NA;2003;;f;;NA;;5;12032016;72013;2;2;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;professeur certifié classe normale (discipline science de la vie et de la terre);2;1;1;1;NA;1700;NA;NA;2;9;6;NA;2;92014;NA;1;2;1;1;1;NA;1700;NA;NA;20;plus de 500;MASTER ENS;tgpc;pdlfyi;2014
1691;60931;2216140;NA;NA;NA;NA;;h;;NA;;4;23012016;62013;1;3;1;2;2;2;2;2;1;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;professeure de SVT (second degré);2;1;1;1;NA;1850;2;NA;2;9;78;NA;2;92014;82015;1;NA;1;1;1;NA;1700;2;NA;51;de 50 Ã  499;MASTER ENS;tgpc;pdlfyi;2015
1692;60931;2216140;NA;NA;NA;NA;;h;;NA;;4;11022016;72013;1;3;2;2;2;2;2;2;2;2;1;3;2;2;2;2;1;NA;NA;NA;NA;2;NA;112015;professeur de SVT;2;3;3;2;50;1330;2;NA;2;9;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;18;de 50 Ã  499;MASTER ENS;tgpc;pdlfyi;2013
1693;60931;2206086;NA;NA;NA;NA;;h;;NA;;5;8012016;62013;3;2;1;2;2;2;2;2;1;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;Aucun salariÃ©;LICENCE PRO;mqdf;ukfjvw;2013
1694;60931;2221711;NA;NA;NA;NA;;h;;NA;;5;2122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;3;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;de 10 Ã  49;MASTER LMD;ryml;ouvmwy;2014
1695;60931;2221711;NA;NA;NA;NA;;f;;NA;;4;19122015;62013;3;3;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;INGENIEUR EN BIOLOGIE;5;2;2;1;NA;1500;2;NA;2;7;6;NA;1;NA;NA;1;5;2;2;1;NA;1500;2;NA;1;de 3 Ã  9;MASTER LMD;ryml;ouvmwy;2015
1696;60931;2221711;NA;NA;NA;NA;;h;;NA;;4;22012016;62013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;Médiateur culturel;5;7;7;1;NA;1300;1;1000;2;12;6;NA;1;NA;NA;1;5;7;7;1;NA;1300;1;1000;88;de 50 Ã  499;MASTER LMD;ryml;ouvmwy;2015
1697;60931;2221711;NA;NA;NA;NA;;f;;NA;;5;6122015;72013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82014;Ingénieur en lutte biologique ;13;2;2;1;NA;1500;2;NA;NA;7;97;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;95;plus de 500;MASTER LMD;ryml;ouvmwy;2013
1698;60931;2221711;NA;NA;NA;NA;;h;;NA;;5;13122015;72013;3;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;3;1;112013;32014;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;1;NA;NA;2;NA;65;Aucun salariÃ©;MASTER LMD;ryml;ouvmwy;2013
1699;60931;2221711;NA;NA;NA;2007;;f;;NA;;5;17032016;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;plus de 500;MASTER LMD;ryml;ouvmwy;2013
1700;60931;2221711;NA;NA;NA;NA;;f;;NA;;5;2122015;72013;1;3;2;2;2;2;2;2;2;2;2;3;2;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;Hôtesse de caisse;5;7;7;1;NA;1000;NA;NA;4;4;6;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;83;de 3 Ã  9;MASTER LMD;ryml;ouvmwy;2015
1701;60931;2221711;NA;NA;NA;NA;;h;;NA;;5;15122015;62013;3;2;2;2;2;2;2;2;2;2;2;2;2;3;NA;NA;2;2;NA;NA;122015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;99;de 50 Ã  499;MASTER LMD;ryml;ouvmwy;2013
1702;60931;2221714;NA;NA;NA;NA;;f;;NA;;4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92014;ADJOINTE DE DIRECTION POUR UN CENTRE DE LOISIR ;5;4;4;1;NA;1250;2;NA;2;13;6;NA;1;NA;NA;1;5;4;4;1;NA;1250;2;NA;42;de 10 Ã  49;LICENCE PRO;heei;otttrn;2013
1703;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;14122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;de 3 Ã  9;LICENCE PRO;heei;otttrn;2015
1704;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72013;Bioanalyste au Canceropôle PACA;5;2;2;1;NA;1600;2;NA;2;7;6;NA;1;NA;NA;1;5;2;2;1;NA;1600;2;NA;58;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2013
1705;60931;2221714;NA;NA;NA;NA;;f;;NA;;4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;12014;112015;122015;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;2;2;1;NA;1425;2;NA;9;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2014
1706;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;15122015;92013;1;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;2;1;92013;82014;92014;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;41;plus de 500;LICENCE PRO;heei;otttrn;2015
1707;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;plus de 500;LICENCE PRO;heei;otttrn;2015
1708;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;3022016;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;plus de 500;LICENCE PRO;heei;otttrn;2014
1709;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;12122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2015
1710;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;13122015;62013;3;1;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22014;Praticien hospitalier à temps partiel au laboratoire du centre hospitalier annecy genevois (74);2;1;1;2;60;2000;2;NA;2;11;74;NA;1;NA;NA;1;5;1;1;2;60;2200;2;NA;56;de 10 Ã  49;LICENCE PRO;heei;otttrn;2014
1711;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;15122015;72013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;de 50 Ã  499;LICENCE PRO;heei;otttrn;2014
1712;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;2122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122014;Pharmaceutical market analyst;3;2;2;1;NA;1900;2;NA;4;7;6;NA;1;NA;NA;1;3;6;6;1;NA;1100;NA;NA;85;de 3 Ã  9;LICENCE PRO;heei;otttrn;2014
1713;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;2122015;72013;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;plus de 500;LICENCE PRO;heei;otttrn;2015
1714;60931;2221714;NA;NA;NA;NA;;f;;NA;;4;23012016;72013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;plus de 500;LICENCE PRO;heei;otttrn;2014
1715;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2014
1716;60931;2221714;NA;NA;NA;1991;;f;;NA;;5;3022016;72013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;assistante ingénieur;5;1;1;1;NA;1607;2;NA;2;7;6;NA;1;NA;NA;1;5;1;1;1;NA;1613;2;NA;74;de 50 Ã  499;LICENCE PRO;heei;otttrn;2013
1717;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;de 3 Ã  9;LICENCE PRO;heei;otttrn;2013
1718;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;de 10 Ã  49;LICENCE PRO;heei;otttrn;2014
1719;60931;2221714;NA;NA;NA;NA;;f;;NA;;5;5032016;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;plus de 500;LICENCE PRO;heei;otttrn;2014
1720;60931;2221714;NA;NA;NA;NA;;f;;NA;;4;11122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;de 3 Ã  9;LICENCE PRO;heei;otttrn;2015
1721;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;26122015;62013;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;NA;NA;NA;NA;2;NA;92014;Maitre de conférence des universités-praticien hospitalier;2;1;1;1;NA;NA;2;NA;2;11;6;NA;2;112005;92014;1;2;1;1;1;NA;NA;2;NA;43;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2015
1722;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2013
1723;60931;2221714;NA;NA;NA;NA;;h;;NA;;5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;Aucun salariÃ©;LICENCE PRO;heei;otttrn;2013
